Model,Scaler,FS Tech,FS Ratio,OV Tech,TP,FP,FN,TN,Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Macro Average,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Micro Average,Weights,Samples,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,Weighted Average
ETs,,PCA,20,SMOTE,113.0000000001,22.0000000001,73.0000000001,30.0000000001,0.8370370370365378,0.6075268817203144,0.7040498442365059,0.6008403361352941,0.5769230769227811,0.6652754352102865,0.8370370370365378,0.6075268817203144,0.7040498442365059,0.6008403361342843,0.5769230769227811,0.6652754352100846,[0.21848739 0.78151261],[ 52 186],0.8370370370365378,0.6075268817203144,0.7040498442365059,0.6008403361352941,0.5769230769227811,0.6652754352102865
ETs,,PCA,50,SMOTE,139.0000000001,21.0000000001,47.0000000001,31.0000000001,0.8687499999995392,0.7473118279567234,0.8034682080921348,0.7142857142865545,0.5961538461534763,0.7459939192976857,0.8687499999995392,0.7473118279567234,0.8034682080921348,0.7142857142853541,0.5961538461534763,0.7459939192974455,[0.21848739 0.78151261],[ 52 186],0.8687499999995392,0.7473118279567234,0.8034682080921348,0.7142857142865545,0.5961538461534763,0.7459939192976857
ETs,,PCA,20,SMOTE,127.0000000001,29.0000000001,59.0000000001,23.0000000001,0.8141025641021614,0.6827956989245346,0.7426900584792484,0.6302521008411764,0.4423076923079142,0.6624296229310069,0.8141025641021614,0.6827956989245346,0.7426900584792484,0.6302521008401172,0.4423076923079142,0.6624296229307951,[0.21848739 0.78151261],[ 52 186],0.8141025641021614,0.6827956989245345,0.7426900584792483,0.6302521008411764,0.4423076923079142,0.6624296229310069
ETs,,PCA,20,SMOTE,122.0000000001,24.0000000001,64.0000000001,28.0000000001,0.8356164383557046,0.655913978494456,0.7349397590358616,0.6302521008411764,0.5384615384613906,0.6790367630377178,0.8356164383557046,0.655913978494456,0.7349397590358616,0.6302521008401172,0.5384615384613906,0.6790367630375059,[0.21848739 0.78151261],[ 52 186],0.8356164383557046,0.655913978494456,0.7349397590358616,0.6302521008411764,0.5384615384613906,0.6790367630377178
ETs,,PCA,50,BorderlineSMOTE,131.0000000001,20.0000000001,55.0000000001,32.0000000001,0.8675496688736855,0.7043010752685975,0.777448071216288,0.6848739495806722,0.6153846153841716,0.729911476064683,0.8675496688736855,0.7043010752685975,0.777448071216288,0.6848739495795213,0.6153846153841716,0.7299114760644528,[0.21848739 0.78151261],[ 52 186],0.8675496688736855,0.7043010752685975,0.777448071216288,0.6848739495806722,0.6153846153841716,0.729911476064683
ETs,,PCA,50,SVMSMOTE,139.0000000001,27.0000000001,47.0000000001,25.0000000001,0.8373493975899551,0.7473118279567234,0.7897727272723981,0.689075630252941,0.4807692307693047,0.7088557627682643,0.8373493975899551,0.7473118279567234,0.7897727272723981,0.6890756302517831,0.4807692307693047,0.7088557627680327,[0.21848739 0.78151261],[ 52 186],0.8373493975899551,0.7473118279567234,0.7897727272723981,0.689075630252941,0.4807692307693047,0.7088557627682643
ETs,,RFE,50,BorderlineSMOTE,138.0000000001,27.0000000001,48.0000000001,25.0000000001,0.8363636363632287,0.7419354838707076,0.78632478632446,0.6848739495806722,0.4807692307693047,0.7060534173816746,0.8363636363632287,0.7419354838707076,0.78632478632446,0.6848739495795213,0.4807692307693047,0.7060534173814444,[0.21848739 0.78151261],[ 52 186],0.8363636363632287,0.7419354838707077,0.7863247863244602,0.6848739495806722,0.4807692307693047,0.7060534173816746
ETs,,RFE,50,BorderlineSMOTE,134.0000000001,19.0000000001,52.0000000001,33.0000000001,0.8758169934635611,0.7204301075266447,0.7905604719760583,0.7016806722697478,0.6346153846148669,0.7446207259701758,0.8758169934635611,0.7204301075266447,0.7905604719760583,0.7016806722685687,0.6346153846148669,0.74462072596994,[0.21848739 0.78151261],[ 52 186],0.8758169934635611,0.7204301075266447,0.7905604719760583,0.7016806722697478,0.6346153846148669,0.7446207259701758
ETs,,RFE,50,BorderlineSMOTE,134.0000000001,23.0000000001,52.0000000001,29.0000000001,0.8535031847129255,0.7204301075266447,0.7813411078713921,0.6848739495806722,0.5576923076920858,0.719568131476744,0.8535031847129255,0.7204301075266447,0.7813411078713921,0.6848739495795213,0.5576923076920858,0.7195681314765139,[0.21848739 0.78151261],[ 52 186],0.8535031847129255,0.7204301075266447,0.7813411078713921,0.6848739495806722,0.5576923076920858,0.719568131476744
MLP,MaxAbs,Chi2,50,BorderlineSMOTE,137.0000000001,15.0000000001,49.0000000001,37.0000000001,0.9013157894731563,0.7365591397846919,0.8106508875735969,0.7310924369756302,0.7115384615376479,0.7782313430689447,0.9013157894731563,0.7365591397846919,0.8106508875735969,0.7310924369744016,0.7115384615376479,0.778231343068699,[0.21848739 0.78151261],[ 52 186],0.9013157894731563,0.7365591397846919,0.8106508875735969,0.7310924369756302,0.7115384615376479,0.7782313430689447
