Model,Scaler,TP,FP,FN,TN,Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Macro Average,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Micro Average,Weights,Samples,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,Weighted Average
ETs,Normalizer,165.0000000001,31.0000000001,11.0000000001,17.0000000001,0.8418367346935288,0.937499999999503,0.8870967741931323,0.8125000000008927,0.3541666666672743,0.7666200351108662,0.8418367346935288,0.937499999999503,0.8870967741931323,0.812499999999442,0.3541666666672743,0.7666200351105761,[0.21428571 0.78571429],[ 48 176],0.8418367346935288,0.937499999999503,0.8870967741931323,0.8125000000008927,0.35416666666727425,0.7666200351108662
ETs,Standard,168.0000000001,32.0000000001,8.0000000001,16.0000000001,0.83999999999966,0.9545454545449381,0.893617021276177,0.8214285714294641,0.3333333333340277,0.7685848761168534,0.83999999999966,0.9545454545449381,0.893617021276177,0.8214285714279975,0.3333333333340277,0.7685848761165601,[0.21428571 0.78571429],[ 48 176],0.83999999999966,0.9545454545449381,0.893617021276177,0.8214285714294641,0.3333333333340277,0.7685848761168534
ETs,MinMax,165.0000000001,33.0000000001,11.0000000001,15.0000000001,0.8333333333329966,0.937499999999503,0.8823529411760618,0.8035714285723213,0.3125000000007812,0.7538515406163329,0.8333333333329966,0.937499999999503,0.8823529411760618,0.8035714285708866,0.3125000000007812,0.7538515406160459,[0.21428571 0.78571429],[ 48 176],0.8333333333329966,0.937499999999503,0.8823529411760618,0.8035714285723213,0.3125000000007812,0.7538515406163329
ETs,Robust,162.0000000001,32.0000000001,14.0000000001,16.0000000001,0.8350515463914072,0.9204545454540677,0.8756756756752696,0.7946428571437499,0.3333333333340277,0.7518315915997044,0.8350515463914072,0.9204545454540677,0.8756756756752696,0.7946428571423311,0.3333333333340277,0.7518315915994206,[0.21428571 0.78571429],[ 48 176],0.8350515463914072,0.9204545454540677,0.8756756756752696,0.7946428571437499,0.3333333333340277,0.7518315915997044
ETs,MaxAbs,169.0000000001,26.0000000001,7.0000000001,22.0000000001,0.8666666666662907,0.9602272727267498,0.9110512129375623,0.8526785714294641,0.45833333333350695,0.8097914114187148,0.8666666666662907,0.9602272727267498,0.9110512129375623,0.8526785714279417,0.45833333333350695,0.8097914114184104,[0.21428571 0.78571429],[ 48 176],0.8666666666662907,0.9602272727267498,0.9110512129375623,0.8526785714294641,0.4583333333335069,0.8097914114187148
ETs,QT,162.0000000001,30.0000000001,14.0000000001,18.0000000001,0.843749999999642,0.9204545454540677,0.8804347826082822,0.8035714285723213,0.3750000000005208,0.7646421513269669,0.843749999999642,0.9204545454540677,0.8804347826082822,0.8035714285708866,0.3750000000005208,0.7646421513266799,[0.21428571 0.78571429],[ 48 176],0.843749999999642,0.9204545454540677,0.8804347826082822,0.8035714285723213,0.3750000000005208,0.7646421513269669
SGD,Normalizer,176.0000000001,48.0000000001,1e-10,1e-10,0.7857142857140307,0.9999999999994319,0.8799999999996201,0.7857142857151784,2.083333333324653e-12,0.6902857142860689,0.7857142857140307,0.9999999999994319,0.8799999999996201,0.7857142857137756,2.083333333324653e-12,0.6902857142857883,[0.21428571 0.78571429],[ 48 176],0.7857142857140307,0.9999999999994319,0.8799999999996201,0.7857142857151783,2.083333333324653e-12,0.6902857142860689
SGD,Standard,160.0000000001,25.0000000001,16.0000000001,23.0000000001,0.8648648648644705,0.9090909090904443,0.8864265927973558,0.8169642857151784,0.47916666666675345,0.7913026638268404,0.8648648648644705,0.9090909090904443,0.8864265927973558,0.8169642857137198,0.47916666666675345,0.7913026638265488,[0.21428571 0.78571429],[ 48 176],0.8648648648644705,0.9090909090904443,0.8864265927973558,0.8169642857151783,0.47916666666675345,0.7913026638268404
SGD,MinMax,137.0000000001,16.0000000001,39.0000000001,32.0000000001,0.8954248366007903,0.7784090909087745,0.83282674771996,0.7544642857151784,0.6666666666659722,0.7855583255221351,0.8954248366007903,0.7784090909087745,0.83282674771996,0.7544642857138314,0.6666666666659722,0.7855583255218657,[0.21428571 0.78571429],[ 48 176],0.8954248366007902,0.7784090909087744,0.83282674771996,0.7544642857151783,0.6666666666659722,0.7855583255221351
SGD,Robust,162.0000000001,32.0000000001,14.0000000001,16.0000000001,0.8350515463914072,0.9204545454540677,0.8756756756752696,0.7946428571437499,0.3333333333340277,0.7518315915997044,0.8350515463914072,0.9204545454540677,0.8756756756752696,0.7946428571423311,0.3333333333340277,0.7518315915994206,[0.21428571 0.78571429],[ 48 176],0.8350515463914072,0.9204545454540677,0.8756756756752696,0.7946428571437499,0.3333333333340277,0.7518315915997044
SGD,MaxAbs,176.0000000001,42.0000000001,1e-10,6.0000000001,0.8073394495410025,0.9999999999994319,0.8934010152280271,0.8125000000008927,0.1250000000015625,0.7276480929541833,0.8073394495410025,0.9999999999994319,0.8934010152280271,0.812499999999442,0.1250000000015625,0.7276480929538932,[0.21428571 0.78571429],[ 48 176],0.8073394495410023,0.9999999999994319,0.893401015228027,0.8125000000008927,0.1250000000015625,0.7276480929541832
SGD,QT,157.0000000001,30.0000000001,19.0000000001,18.0000000001,0.8395721925130059,0.892045454545009,0.865013774104281,0.7812500000008927,0.3750000000005208,0.7505762842327419,0.8395721925130059,0.892045454545009,0.865013774104281,0.7812499999994978,0.3750000000005208,0.7505762842324629,[0.21428571 0.78571429],[ 48 176],0.8395721925130059,0.892045454545009,0.865013774104281,0.7812500000008927,0.3750000000005208,0.7505762842327419
