Model,Scaler,FS Tech,FS Ratio,TP,FP,FN,TN,Macro Precision,Macro Recall,Macro F1,Macro Accuracy,Macro Specificity,Macro Average,Micro Precision,Micro Recall,Micro F1,Micro Accuracy,Micro Specificity,Micro Average,Weights,Samples,Weighted Precision,Weighted Recall,Weighted F1,Weighted Accuracy,Weighted Specificity,Weighted Average
RF,MaxAbs,RFE,90,168.0000000001,26.0000000001,8.0000000001,22.0000000001,0.8659793814429217,0.9545454545449381,0.908108108107667,0.8482142857151784,0.45833333333350695,0.8070361126288426,0.8659793814429217,0.9545454545449381,0.908108108107667,0.848214285713664,0.45833333333350695,0.8070361126285395,[0.21428571 0.78571429],[ 48 176],0.8659793814429217,0.9545454545449381,0.908108108107667,0.8482142857151783,0.4583333333335069,0.8070361126288423
RF,MaxAbs,RFE,60,163.0000000001,28.0000000001,13.0000000001,20.0000000001,0.8534031413608866,0.9261363636358795,0.8882833787461709,0.8169642857151784,0.4166666666670139,0.7802907672250258,0.8534031413608866,0.9261363636358795,0.8882833787461709,0.8169642857137198,0.4166666666670139,0.7802907672247341,[0.21428571 0.78571429],[ 48 176],0.8534031413608866,0.9261363636358795,0.8882833787461709,0.8169642857151783,0.4166666666670139,0.7802907672250258
RF,MaxAbs,RFE,10,160.0000000001,24.0000000001,16.0000000001,24.0000000001,0.8695652173909026,0.9090909090904443,0.8888888888884569,0.8214285714294641,0.5,0.7977947173598536,0.8695652173909026,0.9090909090904443,0.8888888888884569,0.8214285714279975,0.5,0.7977947173595602,[0.21428571 0.78571429],[ 48 176],0.8695652173909025,0.9090909090904443,0.8888888888884567,0.8214285714294641,0.5,0.7977947173598536
RF,MaxAbs,RFE,80,168.0000000001,28.0000000001,8.0000000001,20.0000000001,0.8571428571424927,0.9545454545449381,0.9032258064511794,0.839285714286607,0.4166666666670139,0.7941732998184462,0.8571428571424927,0.9545454545449381,0.9032258064511794,0.8392857142851085,0.4166666666670139,0.7941732998181465,[0.21428571 0.78571429],[ 48 176],0.8571428571424927,0.9545454545449381,0.9032258064511794,0.839285714286607,0.4166666666670139,0.7941732998184462
RF,MaxAbs,RFE,40,170.0000000001,28.0000000001,6.0000000001,20.0000000001,0.8585858585854964,0.9659090909085616,0.9090909090904716,0.8482142857151784,0.4166666666670139,0.7996933621933444,0.8585858585854964,0.9659090909085616,0.9090909090904716,0.848214285713664,0.4166666666670139,0.7996933621930415,[0.21428571 0.78571429],[ 48 176],0.8585858585854964,0.9659090909085616,0.9090909090904716,0.8482142857151783,0.4166666666670139,0.7996933621933444
RF,MaxAbs,RFE,30,163.0000000001,26.0000000001,13.0000000001,22.0000000001,0.862433862433479,0.9261363636358795,0.8931506849310761,0.8258928571437499,0.45833333333350695,0.7931894202955383,0.862433862433479,0.9261363636358795,0.8931506849310761,0.8258928571422752,0.45833333333350695,0.7931894202952433,[0.21428571 0.78571429],[ 48 176],0.862433862433479,0.9261363636358795,0.8931506849310761,0.8258928571437499,0.4583333333335069,0.7931894202955382
RF,MaxAbs,RFE,20,163.0000000001,24.0000000001,13.0000000001,24.0000000001,0.8716577540102978,0.9261363636358795,0.898071625343914,0.8348214285723213,0.5,0.8061374343124825,0.8716577540102978,0.9261363636358795,0.898071625343914,0.8348214285708307,0.5,0.8061374343121844,[0.21428571 0.78571429],[ 48 176],0.8716577540102977,0.9261363636358795,0.8980716253439139,0.8348214285723213,0.5,0.8061374343124825
RF,MaxAbs,ANOVA,50,170.0000000001,26.0000000001,6.0000000001,22.0000000001,0.8673469387751354,0.9659090909085616,0.9139784946232109,0.8571428571437499,0.45833333333350695,0.8125421429568329,0.8673469387751354,0.9659090909085616,0.9139784946232109,0.8571428571422195,0.45833333333350695,0.8125421429565268,[0.21428571 0.78571429],[ 48 176],0.8673469387751354,0.9659090909085616,0.9139784946232109,0.8571428571437499,0.4583333333335069,0.8125421429568329
RF,MaxAbs,ANOVA,70,167.0000000001,29.0000000001,9.0000000001,19.0000000001,0.8520408163261715,0.9488636363631263,0.8978494623651637,0.8303571428580356,0.39583333333376736,0.7849888782492529,0.8520408163261715,0.9488636363631263,0.8978494623651637,0.830357142856553,0.39583333333376736,0.7849888782489564,[0.21428571 0.78571429],[ 48 176],0.8520408163261715,0.9488636363631263,0.8978494623651637,0.8303571428580356,0.39583333333376736,0.7849888782492529
RF,MaxAbs,ANOVA,90,169.0000000001,29.0000000001,7.0000000001,19.0000000001,0.8535353535349964,0.9602272727267498,0.9037433155075897,0.839285714286607,0.39583333333376736,0.7905249978779421,0.8535353535349964,0.9602272727267498,0.9037433155075897,0.8392857142851085,0.39583333333376736,0.7905249978776423,[0.21428571 0.78571429],[ 48 176],0.8535353535349964,0.9602272727267498,0.9037433155075897,0.839285714286607,0.39583333333376736,0.7905249978779421
RF,MaxAbs,ANOVA,60,169.0000000001,23.0000000001,7.0000000001,25.0000000001,0.8802083333329374,0.9602272727267498,0.9184782608691104,0.8660714285723213,0.5208333333332466,0.8291637257668732,0.8802083333329374,0.9602272727267498,0.9184782608691104,0.8660714285707749,0.5208333333332466,0.8291637257665639,[0.21428571 0.78571429],[ 48 176],0.8802083333329374,0.9602272727267498,0.9184782608691104,0.8660714285723213,0.5208333333332466,0.8291637257668732
RF,MaxAbs,ANOVA,10,165.0000000001,26.0000000001,11.0000000001,22.0000000001,0.8638743455493573,0.937499999999503,0.8991825613074669,0.8348214285723213,0.45833333333350695,0.7987423337524311,0.8638743455493573,0.937499999999503,0.8991825613074669,0.8348214285708307,0.45833333333350695,0.798742333752133,[0.21428571 0.78571429],[ 48 176],0.8638743455493572,0.937499999999503,0.8991825613074668,0.8348214285723213,0.4583333333335069,0.7987423337524311
